ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	alias
5ef84dc	8948207	4f8f5aa8ff0303de9e873ff5eef96519	b97e55f9	Goliath	Folk Hero	2022-03-13T10:17:14Z	Bard 3	Bard	College of Lore	3		21	11	16	8	13	10	13	15	chaotic good	Athletics|Stealth|Arcana|Nature|Animal Handling|Perception|Survival|Performance|Persuasion	Rapier|Dagger|Sling	Vicious Mockery*0|Prestidigitation*0|Cure Wounds*1|Thunderwave*1|Charm Person*1|Faerie Fire*1|Healing Word*1|Feather Falk*1|Shatter*2|Mirror Image*2	Cha	expertise/Athletics	United States	US	CG	NA	NA	Goliath	Vicious Mockery*0|Prestidigitation*0|Cure Wounds*1|Thunderwave*1|Charm Person*1|Faerie Fire*1|Healing Word*1|Feather Fall*1|Shatter*2|Mirror Image*2	Rapier|Dagger|Sling	dreamy_tereshkova
5ce3b38	0e57cf0	91beba55fdf3b6d4ca7092dda745fa5f	8656e4f4	High Elf	Outlander	2022-03-13T06:50:19Z	Ranger 3	Ranger	Horizon Walker	3		31	16	10	19	16	12	16	9	CG	Athletics|Stealth|Animal Handling|Insight|Perception|Survival	Shortsword|Longbow|Rapier|Quarterstaff	Prestidigitation*0|Speak with Animals*1|Protection from Evil and Good*1|Goodberry *1|Hail Of Thorns*1|Zephyr Strike?*1	Wis	fighting style/Archery|optional favored enemy/Favored Foe|expertise/Survival|optional natural explorer/Canny|optional primeval awareness/Primal Awareness	United States	US	CG	NA	NA	Elf	Prestidigitation*0|Speak with Animals*1|Protection from Evil and Good*1|Goodberry*1|Hail of Thorns*1|Zephyr Strike*1	Shortsword|Longbow|Rapier|Quarterstaff	thirsty_margulis
c168436	887d037	170965a03bd1d889393c2ad7465f62e3	2aa6b46e	Mountain Dwarf	Folk Hero	2022-03-09T11:59:17Z	Fighter 3	Fighter	Battle Master	3		37	18	20	13	18	9	9	12	Neutral Good	Athletics|Animal Handling|Survival|Intimidation	Lance, +1|Crossbow, light		Int	fighting style/Dueling|combat superiority maneuvers/Precision Attack*Grappling Strike*Menacing Attack	United States	US	NG	NA	NA	Dwarf		Lance|Crossbow, Light	tender_meninsky
2d76af1	a35535e	3652726013c439026913c2cc58392613	ffe222bd	Custom	Soldier	2022-03-08T18:53:29Z	Cleric 3	Cleric	Life Domain	3	Chef	21	18	14	12	13	8	18	10		Insight|Medicine|Survival|Intimidation|Performance	Mace|Light hammer	Light*0|Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Wis	custom lineage variable trait/Skill	Austria	AT		NA	NA	Custom	Light*0|Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Mace|Light hammer	blissful_bohr
7ff0985	e40995b	9621353ca171bb4c361fc2b23c6b5ff7	9e28f7fb	Kenku	Custom	2022-03-04T02:36:17Z	Wizard 3	Wizard	School of Divination	3		17	13	8	16	12	15	14	10		Sleight of Hand|Arcana|History|Investigation|Medicine|Deception	Quarterstaff		Int		United States	US		NA	NA	Kenku		Quarterstaff	inspiring_maxwell
5dd41e0	919d0b9	86b2f1400186afe7f6f82bba7795376f	51e45246	Harefolk	Guild Member - Law	2022-02-24T04:58:21Z	Cleric 3	Cleric	Twilight Domain	3		30	21	14	12	15	10	16	8		Religion|Insight|Medicine|Perception	Warhammer|Crossbow, light	Friends*0|Message*0|Toll Of The Dead*0|Resistance *0|Thaumaturgy*0|Faerie Fire*1|Sleep*1|Command*1|Ensnaring Strike*1|Bless*1|Healing Word*1|Bane*1|Moonbeam*2|See Invisibility*2|Arcane Lock*2|Calm Emotions *2|Hold Person*2|Spiritual Weapon*2|Silence*2|Lesser Restoration *2	Wis		United States	US		NA	NA		Friends*0|Message*0|Toll the Dead*0|Resistance*0|Thaumaturgy*0|Faerie Fire*1|Sleep*1|Command*1|Ensnaring Strike*1|Bless*1|Healing Word*1|Bane*1|Moonbeam*2|See Invisibility*2|Arcane Lock*2|Calm Emotions*2|Hold Person*2|Spiritual Weapon*2|Silence*2|Lesser Restoration*2	Warhammer|Crossbow, Light	sleepy_euclid
a415d92		03344f969207ce1eb29a1de854652605	cbd2b396	Ghastly Halfling	Far Traveler	2022-02-23T23:06:02Z	Druid 3	Druid	Circle of Stars	3		20	17	10	18	13	12	18	9		Arcana|Religion|Insight|Perception	Quarterstaff|Crossbow, light	Guidance*0|Guiding Bolt*1	Wis		United States	US		NA	NA	Halfling	Guidance*0|Guiding Bolt*1	Quarterstaff|Crossbow, Light	jovial_allen
2df1620	fa327c5	195bda10bd9f33a143688c50799e5dc5	42d58c85	Bugbear	Sailor	2022-02-21T16:54:32Z	Rogue 3	Rogue	Swashbuckler	3		19	15	9	19	10	6	15	18		Athletics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Rapier|Shortsword|Dagger		Int	expertise/Stealth*Sleight of Hand	United Kingdom	GB		NA	NA	Bugbear		Rapier|Shortsword|Dagger	unruffled_hofstadter
d381356	f8fc38f	be5e375afd6d6133a82c07863ddc8c23	d744fbea	Rock Gnome	Sage	2022-02-17T18:59:22Z	Wizard 3	Wizard	School of Divination	3		27	11	10	12	16	16	13	8		Arcana|History|Investigation|Medicine	Quarterstaff		Int		United States	US		NA	NA	Gnome		Quarterstaff	sad_hawking
d381356	f8fc38f	8911859141edad63b9a25bbc851c9f11	105f5b14	Tiefling	Criminal	2022-02-17T18:58:52Z	Warlock 3	Warlock	The Fiend	3		30	12	8	12	15	14	10	16		Stealth|Arcana|Investigation|Deception	Crossbow, light|Dagger		Cha	pact boon/Pact of the Tome|eldritch invocations/Agonizing Blast*Mask of Many Faces	United States	US		NA	NA	Tiefling		Crossbow, Light|Dagger	stoic_faraday
d381356	f8fc38f	8d3ccbd626235052fb56865d901364ba	a6dbc7e1	Scourge Aasimar	Cloistered Scholar	2022-02-17T18:58:05Z	Sorcerer 3	Sorcerer	Divine Soul	3		27	11	8	12	16	10	13	16		Arcana|History|Religion|Persuasion	Spear|Dagger	Cure Wounds*1	Cha	metamagic/Twinned Spell*Quickened Spell	United States	US		NA	NA	Aasimar	Cure Wounds*1	Spear|Dagger	gifted_diffie
d381356	f8fc38f	0ba53a64daa30f3338799b74b9ae870b	5a8493af	Wood Elf	Far Traveler	2022-02-17T18:57:02Z	Ranger 3	Ranger	Horizon Walker	3		33	16	8	16	13	12	16	10		Stealth|Animal Handling|Insight|Perception|Survival	Shortsword|Longbow	Protection from Evil and Good*1	Wis	fighting style/Archery	United States	US		NA	NA	Elf	Protection from Evil and Good*1	Shortsword|Longbow	fervent_dirac
d381356	f8fc38f	19e30003a363b25bb9e0bc6925797381	a3bdc0ef	Dragonborn	Soldier	2022-02-17T18:56:30Z	Paladin 3	Paladin	Oath of the Crown	3		36	18	17	8	14	10	12	14		Athletics|Insight|Intimidation|Persuasion	Warhammer|Javelin	Command*1|Compelled Duel*1	Cha	fighting style/Protection	United States	US		NA	NA	Dragonborn	Command*1|Compelled Duel*1	Warhammer|Javelin	vigilant_beaver
d381356	f8fc38f	6fa63514749a6cae9f191fd03c045d1d	1d3298d4	Human	City Watch	2022-02-17T18:55:37Z	Fighter 3	Fighter	Eldritch Knight	3	War Caster	39	19	15	12	16	8	13	10		Athletics|Acrobatics|Insight|Perception|Intimidation	Longsword|Handaxe		Int	fighting style/Defense	United States	US		NA	NA	Human		Longsword|Handaxe	lucid_matsumoto
d381356	f8fc38f	e7309dfc310ed4ce34bd1ec422a4e613	94eaccbf	Firbolg	Outlander	2022-02-17T18:55:10Z	Druid 3	Druid	Circle of Spores	3		30	14	9	13	14	12	17	10		Athletics|Nature|Perception|Survival	Scimitar	Chill Touch*0|Blindness/Deafness*2|Gentle Repose*2	Wis		United States	US		NA	NA	Firbolg	Chill Touch*0|Blindness/Deafness*2|Gentle Repose*2	Scimitar	laughing_wilson
	47ce7de	773820ece8786dea34593a7aa8e8a24b	fe39aacf	Human	Investigator	2022-02-16T20:19:21Z	Barbarian 3	Barbarian	Path of the Beast	3	Sentinel	27	13	16	12	14	10	14	8		Athletics|Investigation|Nature|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		Canada	CA		NA	NA	Human		Greataxe|Handaxe|Javelin	sharp_keldysh
	47ce7de	b942963241a595137456ef588b9e83e2	ec82a32c	Human	Investigator	2022-02-16T20:18:57Z	Fighter 3	Fighter	Battle Master	3	Lucky	29	18	14	16	12	8	14	10		Athletics|Investigation|Insight|Perception|Deception	Greatsword|Crossbow, light		Int	fighting style/Superior Technique|combat superiority maneuvers/Disarming Attack*Trip Attack*Riposte*Distracting Strike	Canada	CA		NA	NA	Human		Greatsword|Crossbow, Light	peaceful_gates
	47ce7de	1956ba72ee56ac6da5f9389ee6a34a5f	6f983063	Human	Investigator	2022-02-16T20:17:57Z	Druid 3	Druid	Circle of the Moon	3	Tough	33	14	14	12	14	8	16	10		Investigation|Nature|Animal Handling|Insight|Perception	Scimitar		Wis		Canada	CA		NA	NA	Human		Scimitar	eloquent_gates
	47ce7de	ff851a7f3e449bfb9a60fe988b6d05c8	580e329a	Human	Investigator	2022-02-16T20:17:25Z	Wizard 3	Wizard	School of Divination	3	Prodigy	15	12	8	14	10	16	14	12		Arcana|History|Investigation|Religion|Medicine|Perception	Quarterstaff		Int	expertise/History	Canada	CA		NA	NA	Human		Quarterstaff	lucid_easley
	47ce7de	a86cb46e26e6fa5b8ed9c3adfa8c2bc7	dceb6fc5	Human	Investigator	2022-02-16T20:17:01Z	Bard 3	Bard	College of Lore	3	Inspiring Leader	19	12	8	12	10	14	14	16		Arcana|Investigation|Religion|Insight|Perception|Survival|Deception|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Persuasion*Arcana	Canada	CA		NA	NA	Human		Rapier|Dagger	elastic_cocks
	47ce7de	fd667aa1badbd3c239b6c694f8e550d9	b5f4caa7	Human	Acolyte	2022-02-16T20:16:38Z	Cleric 3	Cleric	Life Domain	3	Observant	22	15	8	14	12	15	16	10		History|Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Wis		Canada	CA		NA	NA	Human	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Mace|Crossbow, Light	confident_mahavira
	47ce7de	8f8a3bf244508657aabd370800270005	2f206398	Human	Investigator	2022-02-16T20:05:32Z	Rogue 3	Rogue	Inquisitive	3	Keen Mind	19	14	8	16	10	16	12	13		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Perception*Investigation	Canada	CA		NA	NA	Human		Rapier|Shortbow|Dagger	awesome_diffie
d97382f	7f557cf	56f8df16c49badaab7d76874cf659dd8	415afbfb	Wood Elf	Urchin	2022-02-11T22:19:41Z	Rogue 3	Rogue	Scout	3		21	15	11	19	11	16	19	11		Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Deception	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Perception	United States	US		NA	NA	Elf		Rapier|Shortbow|Dagger	zen_napier
4e53c19	dfcfa49	76414b1a93226c97db06cd4fb47bdb81	240ba26b	Human	Athlete	2022-02-09T23:09:27Z	Monk 3	Monk	Way of the Open Hand	3	Mobile	31	14	17	17	14	11	12	10	NC	Athletics|Acrobatics|Stealth|Religion|Insight	Bian|Dart|Unarmed Strike		Int		United States	US		NA	NA	Human		|Dart|Unarmed Strike	magical_boyd
2692426	0eae251	af0a33e8962b31f17826eac620171294	ada0e1c5	Eladrin DMG	Smuggler	2022-02-06T03:45:37Z	Rogue 3	Rogue	Arcane Trickster	3		28	14	10	16	15	12	13	16	Chaotic Neutral	Athletics|Sleight of Hand|Stealth|Perception|Persuasion	Shortsword|Shortsword|Dagger	Mage Hand*0|Message*0|Fire Bolt*0|Chormatic Orb*1|Disguise Self*1|Sleep*1	Int	expertise/Thieves' Tools*Sleight of Hand	United States	US	CN	NA	NA	Eladrin	Mage Hand*0|Message*0|Fire Bolt*0|Chromatic Orb*1|Disguise Self*1|Sleep*1	Shortsword|Shortsword|Dagger	loving_sinoussi
d6b1461	3455e4b	b65772e03f6aaff69ec753388b6d793d	2542d305	Tiefling	Cloistered Scholar	2022-02-01T23:32:57Z	Warlock 3	Warlock	The Great Old One	3		21	12	8	13	12	16	10	16	True Neutral	Arcana|History|Investigation|Intimidation	Unarmed strike|Unarmed strike|Dagger	Thaumaturgy (Tiefling)*0|Mind Sliver*0|Prestidigitation*0|Vicious Mockery (Tome)*0|Minor Illusion (Tome)*0|Spare The Dying (Tome)*0|Dissonant Whispers*1|Comprehend Languages*1|Identify (Tome Ritual)*1|Find Familiar (Tome Ritual)*1|Mind Spike*2|Mirror Image*2	Cha	pact boon/Pact of the Tome|eldritch invocations/Eldritch Mind*Book of Ancient Secrets	United Kingdom	GB	NN	NA	NA	Tiefling	Thaumaturgy*0|*|Prestidigitation*0|Vicious Mockery*0|Minor Illusion*0|Spare the Dying*0|Dissonant Whispers*1|Comprehend Languages*1|Identify*1|Find Familiar*1|Mind Spike*2|Mirror Image*2	Unarmed Strike|Unarmed Strike|Dagger	recursing_banach
2c9d772	f1f0130	8657931f88d9024fba6d3ce557979184	273e6eb3	Human	Hermit	2022-01-30T21:16:05Z	Druid 3	Druid	Circle of the Shepherd	3	Observant	33	15	10	15	19	7	20	5		Nature|Religion|Animal Handling|Medicine|Perception	Quarterstaff		Wis		NA	NA		NA	NA	Human		Quarterstaff	competent_jackson
aaa06f6	9c43413	d165855b49c4cfd0edde7ef3e6163074	c52d9598	Human	Noble	2022-01-29T22:17:44Z	Fighter 3	Fighter	Battle Master	3		28	16	14	16	14	12	12	12		History|Perception|Intimidation|Persuasion	Rapier|Handaxe		Int	fighting style/Dueling|combat superiority maneuvers/Riposte*Menacing Attack*Disarming Attack	NA	NA		NA	NA	Human		Rapier|Handaxe	elastic_hodgkin
2de0138	0d9e8f0	25cedabf018207b8e7dc5326f17a3083	a3799353	Lightfoot Halfling	Entertainer	2022-01-29T11:13:19Z	Rogue 3	Rogue	Soulknife	3		24	14	10	16	14	10	14	11		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Performance	Rapier|Shortbow|Dagger|Soulknife|Soulknife 2. Hand		Int	expertise/Stealth*Sleight of Hand	NA	NA		NA	NA	Halfling		Rapier|Shortbow|Dagger||	clever_mendeleev
d6b1461	37ae2a0	3b5011c7a97074ccfc33d0fdd3998b7d	48dad9a6	Half-Orc (Custom lineage)	Charlatan	2022-01-26T23:34:55Z	Warlock 3	Warlock	The Archfey	3	Actor	21	12	8	13	12	14	10	18	Chaotic Good	Sleight of Hand|History|Deception|Intimidation|Persuasion	Crossbow, light|Dagger	Eldritch Blast*0|Prestidigitation*0|Distort Value*1|Faerie Fire*1|Suggestion*2|Phantasmal Force*2	Cha	custom lineage variable trait/Skill|pact boon/Pact of the Chain|eldritch invocations/Misty Visions*Mask of Many Faces	United Kingdom	GB	CG	NA	NA		Eldritch Blast*0|Prestidigitation*0|*|Faerie Fire*1|Suggestion*2|Phantasmal Force*2	Crossbow, Light|Dagger	infallible_keldysh
2d81ec3	414a1c4	6b69be59386551bf44b44e89b38b0b9d	3a908285	Wood Elf	Criminal	2022-01-22T00:21:28Z	Rogue 3	Rogue	Assassin	3		21	14	8	17	14	10	14	12	Lawful Evil	Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Perception	NA	NA	LE	NA	NA	Elf		Rapier|Shortbow|Dagger	magical_hoover
12842b4	e0b276d	2809b229a1907ec0f96138094f296108	f275b1b5	Dhampir	Archaeologist	2022-01-21T20:29:39Z	Barbarian 3	Barbarian	Path of the Beast	3		45	16	16	14	16	8	10	8		Athletics|Acrobatics|Stealth|History|Animal Handling|Perception|Survival	Greatsword|Shortbow|Claw (Celerity)|Claws|Bite		Int		United States	US		NA	NA			Greatsword|Shortbow|||	ecstatic_burnell
b609677	a285415	79cf85921086e1d2f8a8ace4a1d13145	eeddf758	Chromatic	Mercenary Veteran	2022-01-21T16:17:55Z	Fighter 3	Fighter	Rune Knight	3		30	13	20	12	16	11	11	13		Athletics|Insight|Intimidation|Persuasion	Longsword		Int	fighting style/Interception	NA	NA		NA	NA	Dragonborn		Longsword	musing_solomon
34f0ac3		538658d40a6eec6349947d1f10febb1a	f58f864a	Half-Elf	Far Traveler	2022-01-17T14:30:41Z	Warlock 3	Warlock	The Celestial	3		24	16	10	14	13	8	14	17	chaotic good	Investigation|Nature|Insight|Perception|Deception|Persuasion	Quarterstaff|Dagger|Dagger|Inspiration|Eldritch Blast|Staff Of Defense	Light*0|Sacred Flame*0|Eldritch Blast+3*0|Mage Hands*0|Toll Of The Dead*0|Sapping Sting*0|Guidence*0|Healing Light*0|Hex (Bonus Action)*1|Hellish Rebuke (Reaction)*1|Cure Wounds*1|Guiding Bolt*1|Bane*1	Cha	pact boon/Pact of the Tome|eldritch invocations/Beguiling Influence*Agonizing Blast	NA	NA	CG	NA	NA	Half-Elf	Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Toll the Dead*0|*|Guidance*0|*|*|Hellish Rebuke*1|Cure Wounds*1|Guiding Bolt*1|Bane*1	Quarterstaff|Dagger|Dagger|||	romantic_faraday
09a5f2c	d42ff02	898603a9af4645a7fc10426ecd6474fa	178c9339	Half-Elf	Urchin	2022-01-15T01:01:51Z	Rogue 3	Rogue	Thief	3		23	14	10	16	11	14	14	11		Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Sleight of Hand	NA	NA		NA	NA	Half-Elf		Rapier|Shortbow|Dagger	priceless_volhard
	503d463	374e82098b1ef61bba5522611b728cfd	d1d38ad3	Bugbear	Mercenary Veteran	2022-01-15T01:00:33Z	Paladin 3	Paladin	Oath of Conquest	3		28	16	18	13	14	7	14	5		Athletics|Stealth|Insight|Intimidation|Persuasion	Maul|Javelin	Armor of Frost*1|Command*1	Cha	fighting style/Great Weapon Fighting	Canada	CA		NA	NA	Bugbear	*|Command*1	Maul|Javelin	optimistic_wilson
6178b15	f3dc0cf	9209d898eb0eb6505e96af69bfe40310	8827ae1f	Changeling	Entertainer	2022-01-13T13:50:50Z	Rogue 3	Rogue	Assassin	3		24	13	8	15	12	10	13	17	Chaotic Neutral	Acrobatics|Deception|Performance|Persuasion	Rapier|Shortbow|Dagger|Unarmed Strike		Int	expertise/Deception	United Kingdom	GB	CN	NA	NA	Changeling		Rapier|Shortbow|Dagger|Unarmed Strike	dazzling_mccarthy
d6ba6fd	ce3bfb4	d34cf58b54b314647c821acabf561269	a63d0ba5	Half-Elf	Outlander	2022-01-11T18:13:05Z	Warlock 3	Warlock	The Hexblade	3		24	17	10	14	14	12	12	16		Athletics|Acrobatics|Stealth|Arcana|Survival|Intimidation	Javelin|Dagger|Eldritch Blast		Cha	pact boon/Pact of the Tome|eldritch invocations/Agonizing Blast*Book of Ancient Secrets	NA	NA		NA	NA	Half-Elf		Javelin|Dagger|	hardcore_tereshkova
	350fd8e	9adcbc4ca6f4b472f37198b0994d8a33	96a95132	Changeling	Far Traveler	2022-01-10T22:24:47Z	Warlock 3	Warlock	The Hexblade	3		22	16	12	18	14	13	14	18		Arcana|Investigation|Insight|Perception|Deception	Crossbow, light|Dagger|Scimitar|Whip|Crossbow, heavy|Longsword|Halberd|Spear	Green Flame Blade*0|Prestidigitation*0|Shield*1|Wrathful Smite*1|Flock Of Familiars*2|Spider Climb*2	Cha	pact boon/Pact of the Blade|eldritch invocations/Devil's Sight*Improved Pact Weapon	Canada	CA		NA	NA	Changeling	Green-Flame Blade*0|Prestidigitation*0|Shield*1|Wrathful Smite*1|*|Spider Climb*2	Crossbow, Light|Dagger|Scimitar|Whip|Crossbow, Heavy|Longsword|Halberd|Spear	youthful_bhaskara
d14fdb3	3897f0e	ef087684d0d345ae55e89ae6df4f1c9d	3f738bc7	Lightfoot Halfling	Entertainer	2022-01-09T01:38:08Z	Paladin 3	Paladin	Oath of the Watchers	3		28	18	16	10	14	8	10	16	Neutra Good	Athletics|Acrobatics|Intimidation|Performance	Warhammer|Javelin	Alarm*1|Detect Magic*1|Bless*1|Cure Wounds*1|Purify Food and Drink*1|Shield of Faith*1	Cha	fighting style/Dueling	NA	NA	NG	NA	NA	Halfling	Alarm*1|Detect Magic*1|Bless*1|Cure Wounds*1|Purify Food and Drink*1|Shield of Faith*1	Warhammer|Javelin	gallant_goldberg
1cf4b6c	cf8d89b	d15ca85084e6ba8f3636cb1d019d6a47	c6898f5d	Firbolg	Outlander	2022-01-08T23:15:50Z	Druid 3	Druid	Circle of the Moon	3		27	15	15	16	16	9	13	13		Athletics|Nature|Perception|Survival	Scimitar		Wis		NA	NA		NA	NA	Firbolg		Scimitar	eloquent_payne
391ebb1	0bdd64c	d29b9831c4e1b5427eb9bb7ef2368c1d	fd8a81fe	Warforged	Acolyte	2022-01-07T21:09:29Z	Cleric 3	Cleric	Life Domain	3		33	15	11	10	20	14	12	18	Lawful Good	History|Religion|Insight|Medicine|Persuasion	Mace|Quarterstaff	Sacred Flame*0|Guidance*0|Word Of Radiance*0|Bless*1|Cure Wounds*1|Healing Word*1|Shield Of Faith*1|Detect Magic*1|Sanctuary*1|Lesser Restoration*2|Spiritual Weapon*2	Wis		NA	NA	LG	NA	NA	Warforged	Sacred Flame*0|Guidance*0|Word of Radiance*0|Bless*1|Cure Wounds*1|Healing Word*1|Shield of Faith*1|Detect Magic*1|Sanctuary*1|Lesser Restoration*2|Spiritual Weapon*2	Mace|Quarterstaff	happy_sanderson
1f4ab1a	4dd6bec	fc7eaefb88ec8b9edab0c588b2b4728c	0609b487	Stride	Faction Agent	2022-01-01T03:22:10Z	Druid 3	Druid	Circle of the Moon	3		24	16	8	16	14	10	16	10	CN	Acrobatics|Arcana|Animal Handling|Insight|Perception	Scimitar	Poison Spray*0|Produce Flame*0|Animal Friendship*1|Thunderwave*1|Speak With Animals*1|Cure Wounds*1|Healing Spirit*2|Moonbeam*2	Wis		United States	US	CN	NA	NA	Shifter	Poison Spray*0|Produce Flame*0|Animal Friendship*1|Thunderwave*1|Speak with Animals*1|Cure Wounds*1|Healing Spirit*2|Moonbeam*2	Scimitar	compassionate_lamport
2c9a918	e7b3bc6	2c4d600d0ec9d2711549ca2912032fa9	12cc26a3	Lightfoot Halfling	Charlatan	2021-12-31T17:24:10Z	Wizard 3	Wizard	School of Transmutation	3		15	11	8	12	12	15	13	15		Sleight of Hand|Arcana|Insight|Deception	Dagger	Friends*0|Mending*0|Prestidigitation*0|Charm Person*1|Disguise Self*1|Feather Fall*1|Tasha's Hideous Laughter*1|Cloud Of Daggers*2|Invisibility*2	Int		United States	US		NA	NA	Halfling	Friends*0|Mending*0|Prestidigitation*0|Charm Person*1|Disguise Self*1|Feather Fall*1|Tasha's Hideous Laughter*1|Cloud of Daggers*2|Invisibility*2	Dagger	epic_jang
ac3b75b	e7b3bc6	6a24293da47532f635107196f4cc2774	0cecd3fb	Half-Elf	Urchin	2021-12-30T22:11:07Z	Rogue 3	Rogue	Inquisitive	3		18	14	8	16	12	15	10	15		Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Sleight of Hand	United States	US		NA	NA	Half-Elf		Rapier|Shortbow|Dagger	tender_khorana
	3f87dbf	5da398e8028e952c8fd084c26bffbb7e	c6f1199f	Fairy	Clan Crafter	2021-12-29T02:10:36Z	Artificer 3	Artificer	Armorer	3		27	14	8	14	16	15	10	10		Arcana|History|Investigation|Insight	Crossbow, light|Spear|Crossbow, light	Magic Missile*1|Thunderwave*1	Int		Canada	CA		NA	NA		Magic Missile*1|Thunderwave*1	Crossbow, Light|Spear|Crossbow, Light	gifted_gould
c8650b6	35ef703	ccb9575ac28dcf47b0c88371743f0307	b876c7e4	Warforged	Acolyte	2021-12-26T22:52:26Z	Cleric 3	Cleric	Light Domain	3		33	19	14	10	16	10	16	10		History|Religion|Insight|Perception|Persuasion	Mace|Greatclub	Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2	Wis		United States	US		NA	NA	Warforged	Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2	Mace|Greatclub	thirsty_neumann
ab6f7c5	503e5fd	7096830ddd675a26075c0ef4bef72790	ba79f394	Tabaxi	Hermit	2021-12-23T21:30:44Z	Monk 3	Monk	Way of the Open Hand	3		21	16	6	18	12	10	15	11		Acrobatics|Stealth|Religion|Insight|Medicine|Perception	Quarterstaff|Dart|Unarmed strike		Int		Greece	GR		NA	NA	Tabaxi		Quarterstaff|Dart|Unarmed Strike	frosty_hypatia
dba9647	31f385e	f4fd4b1c232e657463a32d3d47f02aa4	8007f12f	Variant	Entertainer	2021-12-22T17:27:16Z	Rogue 3	Rogue	Swashbuckler	3		21	14	10	16	12	14	8	16		Athletics|Acrobatics|Sleight of Hand|Perception|Deception|Performance|Persuasion	Rapier|Shortsword|Dagger		Int	expertise/Persuasion*Acrobatics	Italy	IT		NA	NA	Half-Elf		Rapier|Shortsword|Dagger	sleepy_mclaren
dba9647	31f385e	ac116b8b42d6b180de6a50e7896d1b62	36a10be8	Human	Hermit	2021-12-22T17:16:59Z	Druid 3	Druid	Circle of Wildfire	3	Elemental Adept	24	11	8	10	14	12	16	14		Nature|Religion|Medicine|Survival	Quarterstaff|Club	Burning Hands*1|Cure Wounds*1|Flaming Sphere*2|Scorching Ray*2	Wis		Italy	IT		NA	NA	Human	Burning Hands*1|Cure Wounds*1|Flaming Sphere*2|Scorching Ray*2	Quarterstaff|Club	happy_mclean
dc56251	7228f06	684a2e4ef86d614ff906a0e0718242c2	186039cd	Tabaxi	Outlander	2021-12-21T04:27:17Z	Druid 3	Druid	Circle of the Moon	3		24	13	12	10	14	13	15	11		Athletics|Stealth|Animal Handling|Medicine|Perception|Survival	Scimitar		Wis		United States	US		NA	NA	Tabaxi		Scimitar	trusting_albattani
4f39951	81a8f57	db032e54ea77845a8ff684d5fd47804c	1ceed971	Harefolk	Urchin	2021-12-20T11:05:58Z	Bard 3	Bard	College of Whispers	3		21	13	8	15	12	10	13	16		Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Persuasion	Quarterstaff|Dagger	Vicious Mockery*0|Minor Illusion*0|Cure Wounds*1|Dissonant Whispers *1|Phantasmal Force*2|Detect Thoughts*2|Invisibility *2|Aid*2	Cha	expertise/Persuasion*Perception	United States	US		NA	NA		Vicious Mockery*0|Minor Illusion*0|Cure Wounds*1|Dissonant Whispers*1|Phantasmal Force*2|Detect Thoughts*2|Invisibility*2|Aid*2	Quarterstaff|Dagger	awesome_hopper
4f39951	81a8f57	01a6f561cb525061bd1ae6def43a6f25	a2c0ee21	Human	Criminal	2021-12-20T10:38:13Z	Artificer 3	Artificer	Artillerist	3	Alert	24	15	12	16	14	16	14	15		Sleight of Hand|Stealth|Perception|Deception	Handaxe|Quarterstaff|Crossbow, light	Mage Hand*0|Firebolt*0|Shield*1|Thunderwave*1|Cure Wounds *1|Tashas Caustic Brew*1|Faerie Fire*1|Disguise Self*1	Int		United States	US		NA	NA	Human	Mage Hand*0|Fire Bolt*0|Shield*1|Thunderwave*1|Cure Wounds*1|*|Faerie Fire*1|Disguise Self*1	Handaxe|Quarterstaff|Crossbow, Light	xenodochial_poitras
